File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF796LVD	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR339JTP	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										RBM39-human	DNA			SDS	formaldehyde		2018-03-06	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF519NYC/, /files/ENCFF356LFX/, /files/ENCFF463TIS/, /files/ENCFF668JET/, /files/ENCFF421JVQ/	565946	ENCODE Processing Pipeline	e4902fc0b506c3fb9eaa5370230a8f7f		https://www.encodeproject.org/files/ENCFF796LVD/@@download/ENCFF796LVD.bed.gz				released	s3://encode-public/2021/02/04/f4c01541-3d1a-4980-b42b-da6b4de60270/ENCFF796LVD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/02/04/f4c01541-3d1a-4980-b42b-da6b4de60270/ENCFF796LVD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, low read depth, mild to moderate bottlenecking, antibody characterized with exemption	poor library complexity, severe bottlenecking	
ENCFF801JUH	bigBed narrowPeak	bigBed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR339JTP	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										RBM39-human	DNA			SDS	formaldehyde		2018-03-06	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF796LVD/	1201619	ENCODE Processing Pipeline	9ef341abb05fee851aea0958a342070c		https://www.encodeproject.org/files/ENCFF801JUH/@@download/ENCFF801JUH.bigBed				released	s3://encode-public/2021/02/04/f68991f6-5bb6-43c2-ae69-6ea7e5fe3a94/ENCFF801JUH.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/02/04/f68991f6-5bb6-43c2-ae69-6ea7e5fe3a94/ENCFF801JUH.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, low read depth, mild to moderate bottlenecking, antibody characterized with exemption	poor library complexity, severe bottlenecking	
ENCFF222FLQ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR571PDN	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/6749/'], '@type': ['Target', 'Item'], 'name': 'SSRP1-human', 'label': 'SSRP1', '@id': '/targets/SSRP1-human/', 'title': 'SSRP1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '577867a9-1a8c-4755-9f47-c172cd901aae', 'status': 'released'}				SSRP1-human	DNA						2016-06-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF698NAQ/, /files/ENCFF356LFX/, /files/ENCFF370XDD/, /files/ENCFF940MAY/	222488	ENCODE Processing Pipeline	940a5fe40220239ebd4347c66b2b76c9		https://www.encodeproject.org/files/ENCFF222FLQ/@@download/ENCFF222FLQ.bed.gz				released	s3://encode-public/2020/12/03/9ecfff70-39c5-4264-b433-87847c9ccb25/ENCFF222FLQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/03/9ecfff70-39c5-4264-b433-87847c9ccb25/ENCFF222FLQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	control low read depth		
ENCFF540BLL	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR571PDN	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/6749/'], '@type': ['Target', 'Item'], 'name': 'SSRP1-human', 'label': 'SSRP1', '@id': '/targets/SSRP1-human/', 'title': 'SSRP1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '577867a9-1a8c-4755-9f47-c172cd901aae', 'status': 'released'}				SSRP1-human	DNA						2016-06-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF222FLQ/	533720	ENCODE Processing Pipeline	8f64e325f3f6a7bc8f7fdcafe456ac85		https://www.encodeproject.org/files/ENCFF540BLL/@@download/ENCFF540BLL.bigBed				released	s3://encode-public/2020/12/03/5f1e3782-9d55-4e8c-8504-cf1bdfa4a0d7/ENCFF540BLL.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/12/03/5f1e3782-9d55-4e8c-8504-cf1bdfa4a0d7/ENCFF540BLL.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	control low read depth		
ENCFF175FFY	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR902SBX	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1362'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/23126/'], '@type': ['Target', 'Item'], 'name': 'POGZ-human', 'label': 'POGZ', '@id': '/targets/POGZ-human/', 'title': 'POGZ (Homo sapiens)', 'investigated_as': ['cohesin'], 'uuid': 'ca9a33ab-b442-4bf4-a88d-26b0af8f3daf', 'status': 'released'}				POGZ-human	DNA				formaldehyde		2020-07-08	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF887URF/, /files/ENCFF959XDT/, /files/ENCFF276KLF/, /files/ENCFF356LFX/	617672	ENCODE Processing Pipeline	f720cf3dd61e4f5cf843c6c6a9800368		https://www.encodeproject.org/files/ENCFF175FFY/@@download/ENCFF175FFY.bed.gz				released	s3://encode-public/2020/07/04/57d70598-2851-4ef8-b39a-9ce7d85d362f/ENCFF175FFY.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/04/57d70598-2851-4ef8-b39a-9ce7d85d362f/ENCFF175FFY.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents, mild to moderate bottlenecking		
ENCFF153UUK	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR902SBX	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1362'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/23126/'], '@type': ['Target', 'Item'], 'name': 'POGZ-human', 'label': 'POGZ', '@id': '/targets/POGZ-human/', 'title': 'POGZ (Homo sapiens)', 'investigated_as': ['cohesin'], 'uuid': 'ca9a33ab-b442-4bf4-a88d-26b0af8f3daf', 'status': 'released'}				POGZ-human	DNA				formaldehyde		2020-07-08	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF175FFY/	1119745	ENCODE Processing Pipeline	eaef65483df8d74909aa7e8491e026aa		https://www.encodeproject.org/files/ENCFF153UUK/@@download/ENCFF153UUK.bigBed				released	s3://encode-public/2020/07/04/bf886105-29cd-4d93-aba3-11793df74fc4/ENCFF153UUK.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/07/04/bf886105-29cd-4d93-aba3-11793df74fc4/ENCFF153UUK.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents, mild to moderate bottlenecking		
ENCFF734FBR	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR725ELR	TF ChIP-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens										LARP7-human	DNA						2017-05-17	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF352CJI/, /files/ENCFF864SPH/, /files/ENCFF036EEV/, /files/ENCFF918CII/, /files/ENCFF356LFX/	8227	ENCODE Processing Pipeline	66b73411a71bef724e3a24da46621f0b		https://www.encodeproject.org/files/ENCFF734FBR/@@download/ENCFF734FBR.bed.gz				released	s3://encode-public/2020/12/02/14db612e-07d3-4e67-a76c-66329ba81c1d/ENCFF734FBR.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/02/14db612e-07d3-4e67-a76c-66329ba81c1d/ENCFF734FBR.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released			
ENCFF292RJZ	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR725ELR	TF ChIP-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens										LARP7-human	DNA						2017-05-17	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF734FBR/	82672	ENCODE Processing Pipeline	cb8107673ac2c92f518d1a8029b627eb		https://www.encodeproject.org/files/ENCFF292RJZ/@@download/ENCFF292RJZ.bigBed				released	s3://encode-public/2020/12/02/dbe81c2e-95d2-4b81-a162-28abbd6c69ca/ENCFF292RJZ.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/12/02/dbe81c2e-95d2-4b81-a162-28abbd6c69ca/ENCFF292RJZ.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released			
ENCFF219NIA	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR737UST	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens					insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/283337/'], '@type': ['Target', 'Item'], 'name': 'ZNF740-human', 'label': 'ZNF740', '@id': '/targets/ZNF740-human/', 'title': 'ZNF740 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '0f7e59cc-b671-4e1b-ac7f-a6b39befd11a', 'status': 'released'}		hg19 12 53412846 53616881		ZNF740-human	DNA						2016-06-13	ENCODE		sonication (Bioruptor generic)	200-800	1, 2	1_1, 2_1							/files/ENCFF901QDT/, /files/ENCFF650JUL/, /files/ENCFF791MJU/, /files/ENCFF356LFX/	150408	ENCODE Processing Pipeline	8a04e2a8011b27797d25dab963823427		https://www.encodeproject.org/files/ENCFF219NIA/@@download/ENCFF219NIA.bed.gz				released	s3://encode-public/2020/12/03/8c8a6757-1131-47f8-a59f-333dd84ac8fe/ENCFF219NIA.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/03/8c8a6757-1131-47f8-a59f-333dd84ac8fe/ENCFF219NIA.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	missing genetic modification characterization, missing compliant biosample characterization		
ENCFF505NFV	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR737UST	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens					insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/283337/'], '@type': ['Target', 'Item'], 'name': 'ZNF740-human', 'label': 'ZNF740', '@id': '/targets/ZNF740-human/', 'title': 'ZNF740 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '0f7e59cc-b671-4e1b-ac7f-a6b39befd11a', 'status': 'released'}		hg19 12 53412846 53616881		ZNF740-human	DNA						2016-06-13	ENCODE		sonication (Bioruptor generic)	200-800	1, 2	1_1, 2_1							/files/ENCFF219NIA/	362220	ENCODE Processing Pipeline	c178ff3550c78f74e5f066bc0ee328aa		https://www.encodeproject.org/files/ENCFF505NFV/@@download/ENCFF505NFV.bigBed				released	s3://encode-public/2020/12/03/5916b706-b820-4cef-9d16-23048bead2e0/ENCFF505NFV.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/12/03/5916b706-b820-4cef-9d16-23048bead2e0/ENCFF505NFV.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	missing genetic modification characterization, missing compliant biosample characterization		
ENCFF938KYA	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR108MKR	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/3110/'], '@type': ['Target', 'Item'], 'name': 'MNX1-human', 'label': 'MNX1', '@id': '/targets/MNX1-human/', 'title': 'MNX1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '33ef8915-991d-45d4-91a9-79267e7386d1', 'status': 'released'}				MNX1-human	DNA				formaldehyde		2020-06-30	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF958FYM/	1295220	ENCODE Processing Pipeline	41f79dd16090323b938a745d1fdbdb62		https://www.encodeproject.org/files/ENCFF938KYA/@@download/ENCFF938KYA.bigBed				released	s3://encode-public/2020/06/29/9563f02e-2875-4c34-a26f-1850faf02d6e/ENCFF938KYA.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/06/29/9563f02e-2875-4c34-a26f-1850faf02d6e/ENCFF938KYA.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.0 GRCh38	released	missing genetic modification reagents, mild to moderate bottlenecking		
ENCFF958FYM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR108MKR	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/3110/'], '@type': ['Target', 'Item'], 'name': 'MNX1-human', 'label': 'MNX1', '@id': '/targets/MNX1-human/', 'title': 'MNX1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '33ef8915-991d-45d4-91a9-79267e7386d1', 'status': 'released'}				MNX1-human	DNA				formaldehyde		2020-06-30	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF365HGQ/, /files/ENCFF954YHR/, /files/ENCFF314HGZ/, /files/ENCFF356LFX/	619850	ENCODE Processing Pipeline	32c988286d8f822622b6c7b348da81f1		https://www.encodeproject.org/files/ENCFF958FYM/@@download/ENCFF958FYM.bed.gz				released	s3://encode-public/2020/06/29/a7444c40-dfc5-4ff6-b896-7158fc9cd34d/ENCFF958FYM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/06/29/a7444c40-dfc5-4ff6-b896-7158fc9cd34d/ENCFF958FYM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.0 GRCh38	released	missing genetic modification reagents, mild to moderate bottlenecking		
ENCFF439CGG	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR115BLD	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										KDM1A-human	DNA						2017-08-12	ENCODE		sonication (generic)	200-600, 300-600	1, 2	1_1, 1_2, 2_1							/files/ENCFF539MTH/, /files/ENCFF856IEI/, /files/ENCFF478CGB/, /files/ENCFF648RQB/, /files/ENCFF245IFK/, /files/ENCFF356LFX/	904064	ENCODE Processing Pipeline	4dc5d7971c3353300e0589c7e3f7b908		https://www.encodeproject.org/files/ENCFF439CGG/@@download/ENCFF439CGG.bed.gz				released	s3://encode-public/2020/12/01/10c1733c-5a23-451c-b2ce-0232a56a2a4d/ENCFF439CGG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/01/10c1733c-5a23-451c-b2ce-0232a56a2a4d/ENCFF439CGG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, mild to moderate bottlenecking		
ENCFF240UWG	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR115BLD	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										KDM1A-human	DNA						2017-08-12	ENCODE		sonication (generic)	200-600, 300-600	1, 2	1_1, 1_2, 2_1							/files/ENCFF439CGG/	1829901	ENCODE Processing Pipeline	b23ce60e1f8ff455d3e8631c7901b96e		https://www.encodeproject.org/files/ENCFF240UWG/@@download/ENCFF240UWG.bigBed				released	s3://encode-public/2020/12/01/545b371d-fcac-44c4-87bc-5ff8c266ed98/ENCFF240UWG.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/12/01/545b371d-fcac-44c4-87bc-5ff8c266ed98/ENCFF240UWG.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, mild to moderate bottlenecking		
ENCFF063XXQ	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR330OEO	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										HDAC2-human	DNA						2017-08-12	ENCODE		sonication (generic)	200-600	1, 2	1_1, 2_1							/files/ENCFF581FMI/	98783	ENCODE Processing Pipeline	ae6ee7e1c1f46dd86173fbb8b2588f32		https://www.encodeproject.org/files/ENCFF063XXQ/@@download/ENCFF063XXQ.bigBed				released	s3://encode-public/2021/02/04/c1dfeed2-21e8-4ded-8860-de4f3f8f80b9/ENCFF063XXQ.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/02/04/c1dfeed2-21e8-4ded-8860-de4f3f8f80b9/ENCFF063XXQ.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released			
ENCFF581FMI	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR330OEO	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										HDAC2-human	DNA						2017-08-12	ENCODE		sonication (generic)	200-600	1, 2	1_1, 2_1							/files/ENCFF994WVU/, /files/ENCFF434QLO/, /files/ENCFF121LBW/, /files/ENCFF748NUK/, /files/ENCFF834ZDP/, /files/ENCFF556URJ/, /files/ENCFF356LFX/	27564	ENCODE Processing Pipeline	9266ad57124419f5d37a8169f2c9dd82		https://www.encodeproject.org/files/ENCFF581FMI/@@download/ENCFF581FMI.bed.gz				released	s3://encode-public/2021/02/04/8dd3cd1d-e660-41c9-b55c-51c78a4e4d2b/ENCFF581FMI.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/02/04/8dd3cd1d-e660-41c9-b55c-51c78a4e4d2b/ENCFF581FMI.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released			
ENCFF871YRG	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR784FYS	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										RBFOX2-human	DNA			SDS	formaldehyde		2017-02-27	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF014SMJ/, /files/ENCFF419RSJ/, /files/ENCFF161NZP/, /files/ENCFF744YFO/	885111	ENCODE Processing Pipeline	7ca2ffaea70054f08b6146cdf99f9b7a		https://www.encodeproject.org/files/ENCFF871YRG/@@download/ENCFF871YRG.bed.gz				released	s3://encode-public/2017/02/11/c7510b40-adda-48f2-88ee-f945ba6e562c/ENCFF871YRG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/02/11/c7510b40-adda-48f2-88ee-f945ba6e562c/ENCFF871YRG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	released	low read length, low read depth, mild to moderate bottlenecking		
ENCFF939HTZ	bigBed narrowPeak	bigBed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR784FYS	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										RBFOX2-human	DNA			SDS	formaldehyde		2017-02-27	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF871YRG/	1745397	ENCODE Processing Pipeline	0d19f930a8cb60dad243864b6b080a2f		https://www.encodeproject.org/files/ENCFF939HTZ/@@download/ENCFF939HTZ.bigBed				released	s3://encode-public/2017/02/11/49aab9ea-479e-4e6e-93f7-cac73b8cbb8e/ENCFF939HTZ.bigBed	https://datasetencode.blob.core.windows.net/dataset/2017/02/11/49aab9ea-479e-4e6e-93f7-cac73b8cbb8e/ENCFF939HTZ.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	released	low read length, low read depth, mild to moderate bottlenecking		
ENCFF833VNB	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR784FYS	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										RBFOX2-human	DNA			SDS	formaldehyde		2017-02-27	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF262ILU/, /files/ENCFF123DCH/, /files/ENCFF986ZID/, /files/ENCFF583CGC/, /files/ENCFF356LFX/	884142	ENCODE Processing Pipeline	f12de1feca226f0d55e75e26f1491eb0		https://www.encodeproject.org/files/ENCFF833VNB/@@download/ENCFF833VNB.bed.gz				released	s3://encode-public/2020/12/03/bc608e05-3e17-487f-907d-950d19e1c4a9/ENCFF833VNB.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/03/bc608e05-3e17-487f-907d-950d19e1c4a9/ENCFF833VNB.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, low read depth, mild to moderate bottlenecking		
ENCFF554DMZ	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR784FYS	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										RBFOX2-human	DNA			SDS	formaldehyde		2017-02-27	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF833VNB/	1738850	ENCODE Processing Pipeline	44ac16397cf21cf35fe4faf608d32455		https://www.encodeproject.org/files/ENCFF554DMZ/@@download/ENCFF554DMZ.bigBed				released	s3://encode-public/2020/12/03/3d533fe4-a407-4102-b5b6-0483bdf4a1ab/ENCFF554DMZ.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/12/03/3d533fe4-a407-4102-b5b6-0483bdf4a1ab/ENCFF554DMZ.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, low read depth, mild to moderate bottlenecking		
